    entiteitnummer;haltenummer;omschrijving;omschrijvinglang;gemeentenummer;omschrijvinggemeente;geocoordinaat;haltetoegankelijkheden;hoofdhalte;taal;links;latitude;longitude;locatie
2;212362;Fratersplein;Gent Fratersplein;4612;Gent;"{""latitude"": 51.062612, ""longitude"": 3.724902}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212362""}]";51.062612;3.724902;51.062612, 3.724902
2;212375;Zwijnaardsesteenweg (spoorwegbrug);Gent Zwijnaardsesteenweg (spoorwegbrug);4612;Gent;"{""latitude"": 51.032298, ""longitude"": 3.72349}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212375""}]";51.032298;3.72349;51.032298, 3.72349
2;212406;Molenwalstraat;Mariakerke Molenwalstraat;4614;Gent;"{""latitude"": 51.073908, ""longitude"": 3.694389}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212406""}]";51.073908;3.694389;51.073908, 3.694389
2;212482;P+R Ledeberg (Hundelgemsesteenweg);Ledeberg P+R Ledeberg (Hundelgemsesteenweg);4621;Gent;"{""latitude"": 51.036585, ""longitude"": 3.738792}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212482""}]";51.036585;3.738792;51.036585, 3.738792
2;212489;Oudekouter;Gentbrugge Oudekouter;4619;Gent;"{""latitude"": 51.047924, ""longitude"": 3.768618}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212489""}]";51.047924;3.768618;51.047924, 3.768618
2;212500;Aziëstraat;Gent Aziëstraat;4612;Gent;"{""latitude"": 51.072482, ""longitude"": 3.732946}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212500""}]";51.072482;3.732946;51.072482, 3.732946
2;212501;Heilig-Kerst;Gent Heilig-Kerst;4612;Gent;"{""latitude"": 51.064109, ""longitude"": 3.729649}";"MOTORISCH_MET_ASSIST;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212501""}]";51.064109;3.729649;51.064109, 3.729649
2;212504;Driemasterstraat;Gent Driemasterstraat;1378;Gent;"{""latitude"": 51.087908, ""longitude"": 3.72393}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212504""}]";51.087908;3.72393;51.087908, 3.72393
2;212506;Paardekop;Sint-Denijs-Westrem Paardekop;4623;Gent;"{""latitude"": 51.027285, ""longitude"": 3.675257}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212506""}]";51.027285;3.675257;51.027285, 3.675257
2;212508;Salamanderstraat;Gent Salamanderstraat;4612;Gent;"{""latitude"": 51.022467, ""longitude"": 3.714956}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212508""}]";51.022467;3.714956;51.022467, 3.714956
2;212510;Pauwstraat;Gent Pauwstraat;4612;Gent;"{""latitude"": 51.074139, ""longitude"": 3.730753}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212510""}]";51.074139;3.730753;51.074139, 3.730753
2;212519;Jaspisstraat;Gent Jaspisstraat;4612;Gent;"{""latitude"": 51.019896, ""longitude"": 3.715513}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212519""}]";51.019896;3.715513;51.019896, 3.715513
2;212526;Lippensstraat;Sint-Amandsberg Lippensstraat;4615;Gent;"{""latitude"": 51.076313, ""longitude"": 3.786908}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212526""}]";51.076313;3.786908;51.076313, 3.786908
2;212529;P+R Oostakker (Oudebareelstraat);Sint-Amandsberg P+R Oostakker (Oudebareelstraat);4616;Gent;"{""latitude"": 51.072962, ""longitude"": 3.775715}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212529""}]";51.072962;3.775715;51.072962, 3.775715
2;212537;P+R Oostakker;Sint-Amandsberg P+R Oostakker;4616;Gent;"{""latitude"": 51.074274, ""longitude"": 3.778016}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212537""}]";51.074274;3.778016;51.074274, 3.778016
2;212546;La Sapinière;Gent La Sapinière;1378;Gent;"{""latitude"": 51.071862, ""longitude"": 3.751923}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212546""}]";51.071862;3.751923;51.071862, 3.751923
2;212567;Petroleumdok;Gent Petroleumdok;1377;Gent;"{""latitude"": 51.113405, ""longitude"": 3.77824}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212567""}]";51.113405;3.77824;51.113405, 3.77824
2;212704;Kerk;Mendonk Kerk;4609;Gent;"{""latitude"": 51.146788, ""longitude"": 3.821536}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212704""}]";51.146788;3.821536;51.146788, 3.821536
2;212736;Spanjeveerbrug;Mendonk Spanjeveerbrug;1378;Gent;"{""latitude"": 51.145278, ""longitude"": 3.812819}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212736""}]";51.145278;3.812819;51.145278, 3.812819
2;212925;Vissersdijk;Gent Vissersdijk;4617;Gent;"{""latitude"": 51.047984, ""longitude"": 3.695055}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/212925""}]";51.047984;3.695055;51.047984, 3.695055
2;213061;Koophandelsplein (Zonnestraat);Gent Koophandelsplein (Zonnestraat);4612;Gent;"{""latitude"": 51.050359, ""longitude"": 3.721994}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213061""}]";51.050359;3.721994;51.050359, 3.721994
2;213064;Maaltemeers;Zwijnaarde Maaltemeers;4624;Gent;"{""latitude"": 51.016347, ""longitude"": 3.708604}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213064""}]";51.016347;3.708604;51.016347, 3.708604
2;213065;Sint-Elisabethplein;Gent Sint-Elisabethplein;4612;Gent;"{""latitude"": 51.056313, ""longitude"": 3.71474}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213065""}]";51.056313;3.71474;51.056313, 3.71474
2;213071;Wiedauwkaaibrug;Gent Wiedauwkaaibrug;4611;Gent;"{""latitude"": 51.073454, ""longitude"": 3.726512}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213071""}]";51.073454;3.726512;51.073454, 3.726512
2;213077;Mendonkdorp;Mendonk Mendonkdorp;4609;Gent;"{""latitude"": 51.144544, ""longitude"": 3.819377}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213077""}]";51.144544;3.819377;51.144544, 3.819377
2;213079;Luchterenhof;Drongen Luchterenhof;4617;Gent;"{""latitude"": 51.060528, ""longitude"": 3.636628}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213079""}]";51.060528;3.636628;51.060528, 3.636628
2;213110;Arteveldestadion perron 1;Gent Arteveldestadion perron 1;1378;Gent;"{""latitude"": 51.015551, ""longitude"": 3.735874}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213110""}]";51.015551;3.735874;51.015551, 3.735874
2;213133;Theresianenstraat;Gent Theresianenstraat;4612;Gent;"{""latitude"": 51.05336, ""longitude"": 3.710009}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213133""}]";51.05336;3.710009;51.05336, 3.710009
2;213139;Jan van Gentstraat (Hagelandkaai);Gent Jan van Gentstraat (Hagelandkaai);4612;Gent;"{""latitude"": 51.056239, ""longitude"": 3.735469}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213139""}]";51.056239;3.735469;51.056239, 3.735469
2;213149;Notelaarstraat;Gent Notelaarstraat;4612;Gent;"{""latitude"": 51.061945, ""longitude"": 3.699724}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213149""}]";51.061945;3.699724;51.061945, 3.699724
2;213160;Flamingostraat;Gent Flamingostraat;4612;Gent;"{""latitude"": 51.028096, ""longitude"": 3.708092}";VISUELE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213160""}]";51.028096;3.708092;51.028096, 3.708092
2;213223;Dampoort (Gandastraat);Gent Dampoort (Gandastraat);4612;Gent;"{""latitude"": 51.054209, ""longitude"": 3.739738}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213223""}]";51.054209;3.739738;51.054209, 3.739738
2;213316;Rubenslaan;Sint-Denijs-Westrem Rubenslaan;4623;Gent;"{""latitude"": 51.019755, ""longitude"": 3.681703}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213316""}]";51.019755;3.681703;51.019755, 3.681703
2;213361;Sanderusstraat;Gent Sanderusstraat;4612;Gent;"{""latitude"": 51.064571, ""longitude"": 3.726647}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213361""}]";51.064571;3.726647;51.064571, 3.726647
2;213406;Molenwalstraat;Mariakerke Molenwalstraat;4614;Gent;"{""latitude"": 51.073803, ""longitude"": 3.694277}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213406""}]";51.073803;3.694277;51.073803, 3.694277
2;213408;Wondelgemkaai;Gent Wondelgemkaai;1378;Gent;"{""latitude"": 51.109472, ""longitude"": 3.731744}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213408""}]";51.109472;3.731744;51.109472, 3.731744
2;213500;Aziëstraat;Gent Aziëstraat;4612;Gent;"{""latitude"": 51.072759, ""longitude"": 3.73357}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213500""}]";51.072759;3.73357;51.072759, 3.73357
2;213504;Driemasterstraat;Gent Driemasterstraat;1378;Gent;"{""latitude"": 51.087949, ""longitude"": 3.724279}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213504""}]";51.087949;3.724279;51.087949, 3.724279
2;213505;Bosstraat;Drongen Bosstraat;4617;Gent;"{""latitude"": 51.068354, ""longitude"": 3.649219}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213505""}]";51.068354;3.649219;51.068354, 3.649219
2;213527;Vanillestraat;Sint-Amandsberg Vanillestraat;4615;Gent;"{""latitude"": 51.074832, ""longitude"": 3.797564}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213527""}]";51.074832;3.797564;51.074832, 3.797564
2;213539;Bollewerkstraat;Drongen Bollewerkstraat;4617;Gent;"{""latitude"": 51.048528, ""longitude"": 3.635492}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213539""}]";51.048528;3.635492;51.048528, 3.635492
2;213546;La Sapinière;Gent La Sapinière;1378;Gent;"{""latitude"": 51.072751, ""longitude"": 3.752223}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213546""}]";51.072751;3.752223;51.072751, 3.752223
2;213602;Jubileumlaan (Verenigde-Natieslaan);Gent Jubileumlaan (Verenigde-Natieslaan);4612;Gent;"{""latitude"": 51.04637, ""longitude"": 3.70634}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213602""}]";51.04637;3.70634;51.04637, 3.70634
2;213652;Maarkpad;Wondelgem Maarkpad;4611;Gent;"{""latitude"": 51.082719, ""longitude"": 3.716496}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213652""}]";51.082719;3.716496;51.082719, 3.716496
2;213757;Raapstraat;Drongen Raapstraat;4617;Gent;"{""latitude"": 51.038998, ""longitude"": 3.633126}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/213757""}]";51.038998;3.633126;51.038998, 3.633126
2;215950;Uranusstraat;Mariakerke Uranusstraat;4614;Gent;"{""latitude"": 51.082762, ""longitude"": 3.667483}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/215950""}]";51.082762;3.667483;51.082762, 3.667483
2;220928;Technologiepark (Campus);Zwijnaarde Technologiepark (Campus);4624;Gent;"{""latitude"": 51.010063, ""longitude"": 3.709369}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/220928""}]";51.010063;3.709369;51.010063, 3.709369
2;221928;Technologiepark (Campus);Zwijnaarde Technologiepark (Campus);4624;Gent;"{""latitude"": 51.010272, ""longitude"": 3.709345}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/221928""}]";51.010272;3.709345;51.010272, 3.709345
2;235061;Karel De Bondtlaan;Drongen Karel De Bondtlaan;4622;Gent;"{""latitude"": 51.031907, ""longitude"": 3.63431}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235061""}]";51.031907;3.63431;51.031907, 3.63431
2;235070;voetbalplein;Drongen voetbalplein;4617;Gent;"{""latitude"": 51.04358, ""longitude"": 3.637027}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235070""}]";51.04358;3.637027;51.04358, 3.637027
2;235087;AZ Maria Middelares hoofdingang;Gent AZ Maria Middelares hoofdingang;4623;Gent;"{""latitude"": 51.02618, ""longitude"": 3.701361}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235087""}]";51.02618;3.701361;51.02618, 3.701361
2;235095;Marco Polostraat;Gent Marco Polostraat;1378;Gent;"{""latitude"": 51.148834, ""longitude"": 3.768336}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235095""}]";51.148834;3.768336;51.148834, 3.768336
2;235097;Moervaartkaai;Gent Moervaartkaai;1378;Gent;"{""latitude"": 51.139919, ""longitude"": 3.780842}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235097""}]";51.139919;3.780842;51.139919, 3.780842
2;235098;Nekkersberglaan;Gent Nekkersberglaan;4612;Gent;"{""latitude"": 51.044977, ""longitude"": 3.697132}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235098""}]";51.044977;3.697132;51.044977, 3.697132
2;235099;Rodenhuizekaai;Gent Rodenhuizekaai;1378;Gent;"{""latitude"": 51.13638, ""longitude"": 3.790805}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235099""}]";51.13638;3.790805;51.13638, 3.790805
2;235100;Sluisweg;Gent Sluisweg;1378;Gent;"{""latitude"": 51.013445, ""longitude"": 3.736061}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235100""}]";51.013445;3.736061;51.013445, 3.736061
2;235102;UZ spoedingang;Gent UZ spoedingang;4612;Gent;"{""latitude"": 51.02248, ""longitude"": 3.72726}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235102""}]";51.02248;3.72726;51.02248, 3.72726
2;235108;Moscou;Gentbrugge Moscou;4619;Gent;"{""latitude"": 51.029286, ""longitude"": 3.751506}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235108""}]";51.029286;3.751506;51.029286, 3.751506
2;235215;Oud-Mooreghemstraat;Mariakerke Oud-Mooreghemstraat;4614;Gent;"{""latitude"": 51.085184, ""longitude"": 3.68886}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235215""}]";51.085184;3.68886;51.085184, 3.68886
2;235218;Volkshaardstraat;Mariakerke Volkshaardstraat;4614;Gent;"{""latitude"": 51.07013, ""longitude"": 3.674085}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235218""}]";51.07013;3.674085;51.07013, 3.674085
2;235279;Langenaarstraat;Oostakker Langenaarstraat;4615;Gent;"{""latitude"": 51.095987, ""longitude"": 3.782999}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235279""}]";51.095987;3.782999;51.095987, 3.782999
2;235301;Nijverheidskaai;Sint-Amandsberg Nijverheidskaai;4616;Gent;"{""latitude"": 51.048386, ""longitude"": 3.760194}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235301""}]";51.048386;3.760194;51.048386, 3.760194
2;235304;Buchtenstraat;Sint-Denijs-Westrem Buchtenstraat;4623;Gent;"{""latitude"": 51.029236, ""longitude"": 3.685386}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235304""}]";51.029236;3.685386;51.029236, 3.685386
2;235306;Maurice Dewulflaan;Sint-Denijs-Westrem Maurice Dewulflaan;4623;Gent;"{""latitude"": 51.022096, ""longitude"": 3.664827}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235306""}]";51.022096;3.664827;51.022096, 3.664827
2;235308;Hullebusstraat;Sint-Kruis-Winkel Hullebusstraat;1378;Gent;"{""latitude"": 51.161562, ""longitude"": 3.825264}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235308""}]";51.161562;3.825264;51.161562, 3.825264
2;235310;Wouterij;Sint-Kruis-Winkel Wouterij;4608;Gent;"{""latitude"": 51.157107, ""longitude"": 3.809312}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235310""}]";51.157107;3.809312;51.157107, 3.809312
2;235358;Françoise Jeanne Ridderboschstraat;Wondelgem Françoise Jeanne Ridderboschstraat;4611;Gent;"{""latitude"": 51.092142, ""longitude"": 3.702467}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235358""}]";51.092142;3.702467;51.092142, 3.702467
2;235359;industriezone;Wondelgem industriezone;4614;Gent;"{""latitude"": 51.091045, ""longitude"": 3.690457}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235359""}]";51.091045;3.690457;51.091045, 3.690457
2;235408;Eedstraat;Zwijnaarde Eedstraat;4624;Gent;"{""latitude"": 51.006529, ""longitude"": 3.704147}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235408""}]";51.006529;3.704147;51.006529, 3.704147
2;235411;Nieuwescheldestraat;Zwijnaarde Nieuwescheldestraat;4624;Gent;"{""latitude"": 51.004091, ""longitude"": 3.724666}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/235411""}]";51.004091;3.724666;51.004091, 3.724666
2;250102;Sluizeken;Gent Sluizeken;4612;Gent;"{""latitude"": 51.060511, ""longitude"": 3.724503}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250102""}]";51.060511;3.724503;51.060511, 3.724503
2;250106;Muidebrug;Gent Muidebrug;4612;Gent;"{""latitude"": 51.069939, ""longitude"": 3.730432}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250106""}]";51.069939;3.730432;51.069939, 3.730432
2;250130;Meersemdries;Gentbrugge Meersemdries;4619;Gent;"{""latitude"": 51.040454, ""longitude"": 3.762337}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250130""}]";51.040454;3.762337;51.040454, 3.762337
2;250159;Sint-Pietersaalststraat;Gent Sint-Pietersaalststraat;4612;Gent;"{""latitude"": 51.031124, ""longitude"": 3.713177}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250159""}]";51.031124;3.713177;51.031124, 3.713177
2;250204;Krijtestraat 97;Oostakker Krijtestraat 97;4615;Gent;"{""latitude"": 51.08081, ""longitude"": 3.770538}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250204""}]";51.08081;3.770538;51.08081, 3.770538
2;250213;Gevaertstraat;Sint-Amandsberg Gevaertstraat;4616;Gent;"{""latitude"": 51.074585, ""longitude"": 3.760196}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250213""}]";51.074585;3.760196;51.074585, 3.760196
2;250228;Reep;Gent Reep;4612;Gent;"{""latitude"": 51.053505, ""longitude"": 3.731224}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250228""}]";51.053505;3.731224;51.053505, 3.731224
2;250231;Minneplein;Gent Minneplein;4612;Gent;"{""latitude"": 51.047687, ""longitude"": 3.74871}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250231""}]";51.047687;3.74871;51.047687, 3.74871
2;250232;Beneluxplein;Gent Beneluxplein;4612;Gent;"{""latitude"": 51.050317, ""longitude"": 3.70227}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250232""}]";51.050317;3.70227;51.050317, 3.70227
2;250237;Nekkerberglaan;Gent Nekkerberglaan;4612;Gent;"{""latitude"": 51.044812, ""longitude"": 3.697656}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250237""}]";51.044812;3.697656;51.044812, 3.697656
2;250318;Soenenspark;Sint-Denijs-Westrem Soenenspark;4623;Gent;"{""latitude"": 51.018115, ""longitude"": 3.670774}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250318""}]";51.018115;3.670774;51.018115, 3.670774
2;250360;Tolpoort/Neuseplein;Gent Tolpoort/Neuseplein;4612;Gent;"{""latitude"": 51.067723, ""longitude"": 3.727819}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250360""}]";51.067723;3.727819;51.067723, 3.727819
2;250364;Stapelplein;Gent Stapelplein;4612;Gent;"{""latitude"": 51.062456, ""longitude"": 3.734773}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250364""}]";51.062456;3.734773;51.062456, 3.734773
2;250378;Salamanderstraat;Gent Salamanderstraat;4612;Gent;"{""latitude"": 51.023055, ""longitude"": 3.716515}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250378""}]";51.023055;3.716515;51.023055, 3.716515
2;250383;Sint-Jacobs;Gent Sint-Jacobs;4612;Gent;"{""latitude"": 51.056907, ""longitude"": 3.728823}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250383""}]";51.056907;3.728823;51.056907, 3.728823
2;250417;Maststraat;Wondelgem Maststraat;4611;Gent;"{""latitude"": 51.086007, ""longitude"": 3.7044}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250417""}]";51.086007;3.7044;51.086007, 3.7044
2;250428;Pauwstraat;Gent Pauwstraat;4612;Gent;"{""latitude"": 51.074505, ""longitude"": 3.734174}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250428""}]";51.074505;3.734174;51.074505, 3.734174
2;250511;Staakskensstraat;Gent Staakskensstraat;4612;Gent;"{""latitude"": 51.068997, ""longitude"": 3.69541}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250511""}]";51.068997;3.69541;51.068997, 3.69541
2;250529;De Beulestraat;Gent De Beulestraat;4612;Gent;"{""latitude"": 51.028295, ""longitude"": 3.725687}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250529""}]";51.028295;3.725687;51.028295, 3.725687
2;250552;Korenmarkt perron 2 bis;Gent Korenmarkt perron 2 bis;4612;Gent;"{""latitude"": 51.053817, ""longitude"": 3.720528}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250552""}]";51.053817;3.720528;51.053817, 3.720528
2;250587;Loofblommestraat;Sint-Denijs-Westrem Loofblommestraat;4623;Gent;"{""latitude"": 51.022303, ""longitude"": 3.670626}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/250587""}]";51.022303;3.670626;51.022303, 3.670626
2;251044;Achtendries;Sint-Amandsberg Achtendries;4615;Gent;"{""latitude"": 51.076424, ""longitude"": 3.796839}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/251044""}]";51.076424;3.796839;51.076424, 3.796839
